adjclose,close,date,formatted_date,high,low,open,volume
3122.030029296875,3122.030029296875,1574087400,2019-11-18,3124.169921875,3112.06005859375,3117.909912109375,3436690000
3120.179931640625,3120.179931640625,1574173800,2019-11-19,3127.639892578125,3113.469970703125,3127.449951171875,3590070000
3108.4599609375,3108.4599609375,1574260200,2019-11-20,3118.969970703125,3091.409912109375,3114.659912109375,4034890000
3103.5400390625,3103.5400390625,1574346600,2019-11-21,3110.110107421875,3094.550048828125,3108.489990234375,3720560000
3110.2900390625,3110.2900390625,1574433000,2019-11-22,3112.8701171875,3099.260009765625,3111.409912109375,3226780000
3133.639892578125,3133.639892578125,1574692200,2019-11-25,3133.830078125,3117.43994140625,3117.43994140625,3511530000
3140.52001953125,3140.52001953125,1574778600,2019-11-26,3142.68994140625,3131.0,3134.85009765625,4595590000
3153.6298828125,3153.6298828125,1574865000,2019-11-27,3154.260009765625,3143.409912109375,3145.489990234375,3033090000
3140.97998046875,3140.97998046875,1575037800,2019-11-29,3150.300048828125,3139.340087890625,3147.179931640625,1743020000
3113.8701171875,3113.8701171875,1575297000,2019-12-02,3144.31005859375,3110.780029296875,3143.85009765625,3268740000
3093.199951171875,3093.199951171875,1575383400,2019-12-03,3094.969970703125,3070.330078125,3087.409912109375,3653390000
3112.760009765625,3112.760009765625,1575469800,2019-12-04,3119.3798828125,3102.530029296875,3103.5,3695030000
3117.429931640625,3117.429931640625,1575556200,2019-12-05,3119.449951171875,3103.760009765625,3119.2099609375,3355750000
3145.909912109375,3145.909912109375,1575642600,2019-12-06,3150.60009765625,3134.6201171875,3134.6201171875,3479480000
3135.9599609375,3135.9599609375,1575901800,2019-12-09,3148.8701171875,3135.4599609375,3141.860107421875,3345990000
3132.52001953125,3132.52001953125,1575988200,2019-12-10,3142.1201171875,3126.090087890625,3135.360107421875,3343790000
3141.6298828125,3141.6298828125,1576074600,2019-12-11,3143.97998046875,3133.2099609375,3135.75,3252540000
3168.570068359375,3168.570068359375,1576161000,2019-12-12,3176.280029296875,3138.469970703125,3141.22998046875,3990690000
3168.800048828125,3168.800048828125,1576247400,2019-12-13,3182.679931640625,3156.510009765625,3166.64990234375,3736870000
3191.449951171875,3191.449951171875,1576506600,2019-12-16,3197.7099609375,3183.6298828125,3183.6298828125,4051790000
3192.52001953125,3192.52001953125,1576593000,2019-12-17,3198.219970703125,3191.030029296875,3195.39990234375,3837540000
3191.139892578125,3191.139892578125,1576679400,2019-12-18,3198.47998046875,3191.139892578125,3195.2099609375,4014080000
3205.3701171875,3205.3701171875,1576765800,2019-12-19,3205.47998046875,3192.320068359375,3192.320068359375,3720450000
3221.219970703125,3221.219970703125,1576852200,2019-12-20,3225.64990234375,3216.030029296875,3223.330078125,6454270000
3224.010009765625,3224.010009765625,1577111400,2019-12-23,3227.780029296875,3222.300048828125,3226.050048828125,3060610000
3223.3798828125,3223.3798828125,1577197800,2019-12-24,3226.429931640625,3220.510009765625,3225.449951171875,1296540000
3239.909912109375,3239.909912109375,1577370600,2019-12-26,3240.080078125,3227.199951171875,3227.199951171875,2160680000
3240.02001953125,3240.02001953125,1577457000,2019-12-27,3247.929931640625,3234.3701171875,3247.22998046875,2428670000
3221.2900390625,3221.2900390625,1577716200,2019-12-30,3240.919921875,3216.570068359375,3240.090087890625,3013290000
3230.780029296875,3230.780029296875,1577802600,2019-12-31,3231.719970703125,3212.030029296875,3215.179931640625,2893810000
3257.85009765625,3257.85009765625,1577975400,2020-01-02,3258.139892578125,3235.530029296875,3244.669921875,3458250000
3234.85009765625,3234.85009765625,1578061800,2020-01-03,3246.14990234375,3222.340087890625,3226.360107421875,3461290000
3246.280029296875,3246.280029296875,1578321000,2020-01-06,3246.840087890625,3214.639892578125,3217.550048828125,3674070000
3237.179931640625,3237.179931640625,1578407400,2020-01-07,3244.909912109375,3232.429931640625,3241.860107421875,3420380000
3253.050048828125,3253.050048828125,1578493800,2020-01-08,3267.070068359375,3236.669921875,3238.590087890625,3720890000
3274.699951171875,3274.699951171875,1578580200,2020-01-09,3275.580078125,3263.669921875,3266.030029296875,3638390000
3265.35009765625,3265.35009765625,1578666600,2020-01-10,3282.989990234375,3260.860107421875,3281.81005859375,3212970000
3288.1298828125,3288.1298828125,1578925800,2020-01-13,3288.1298828125,3268.429931640625,3271.1298828125,3456380000
3283.14990234375,3283.14990234375,1579012200,2020-01-14,3294.25,3277.18994140625,3285.35009765625,3665130000
3289.2900390625,3289.2900390625,1579098600,2020-01-15,3298.659912109375,3280.68994140625,3282.27001953125,3716840000
3316.81005859375,3316.81005859375,1579185000,2020-01-16,3317.110107421875,3302.820068359375,3302.969970703125,3535080000
3329.6201171875,3329.6201171875,1579271400,2020-01-17,3329.8798828125,3318.860107421875,3323.659912109375,3698170000
3320.7900390625,3320.7900390625,1579617000,2020-01-21,3329.7900390625,3316.610107421875,3321.030029296875,4105340000
3321.75,3321.75,1579703400,2020-01-22,3337.77001953125,3320.0400390625,3330.02001953125,3619850000
3325.5400390625,3325.5400390625,1579789800,2020-01-23,3326.8798828125,3301.8701171875,3315.77001953125,3764860000
3295.469970703125,3295.469970703125,1579876200,2020-01-24,3333.179931640625,3281.530029296875,3333.10009765625,3707130000
3243.6298828125,3243.6298828125,1580135400,2020-01-27,3258.85009765625,3234.5,3247.159912109375,3823100000
3276.239990234375,3276.239990234375,1580221800,2020-01-28,3285.780029296875,3253.219970703125,3255.35009765625,3526720000
3273.39990234375,3273.39990234375,1580308200,2020-01-29,3293.469970703125,3271.889892578125,3289.4599609375,3584500000
3283.659912109375,3283.659912109375,1580394600,2020-01-30,3285.909912109375,3242.800048828125,3256.449951171875,3787250000
3225.52001953125,3225.52001953125,1580481000,2020-01-31,3282.330078125,3214.679931640625,3282.330078125,4527830000
3248.919921875,3248.919921875,1580740200,2020-02-03,3268.43994140625,3235.659912109375,3235.659912109375,3757910000
